"ANNEE","C_REGION","L_REGION","C_DEPT","N_DEPT","C_TYP_REG_DECHET","L_TYP_REG_DECHET","C_TYP_REG_SERVICE","L_TYP_REG_SERVICE","TONNAGE_DECH"
2009,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","02D","Encombrants","02A","Valorisation matière",14
2009,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","02D","Encombrants","02B","Incinération avec récupération d'énergie",5094.74095
2009,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","02D","Encombrants","02D","Stockage",8502.79542
2009,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","02D","Encombrants","02Z","Non précisé",11144.00971
2009,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","02E","Déblais et gravats","02A","Valorisation matière",93.7645
2009,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","02E","Déblais et gravats","02F","Stockage pour inertes",12540.65
2009,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","02E","Déblais et gravats","02Z","Non précisé",21023.87148
2009,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","02F","DEEE","02A","Valorisation matière",14.07488
2009,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","02F","DEEE","02Z","Non précisé",2769.87646
2009,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","02Z","Autres déchets","02A","Valorisation matière",3.06
2009,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",0.12727
2009,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","02Z","Autres déchets","02D","Stockage",100.82544
2009,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","02Z","Autres déchets","02Z","Non précisé",15.98
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02A","Déchets dangereux","02A","Valorisation matière",162.46039
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",83.87105
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",19.013
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02A","Déchets dangereux","02Z","Non précisé",4777.51508
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02B","Matériaux recyclables","02A","Valorisation matière",18086.7083
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",1295
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02B","Matériaux recyclables","02C","Incinération sans récupération d'énergie",0.9
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02B","Matériaux recyclables","02E","Valorisation organique",1037
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02B","Matériaux recyclables","02Z","Non précisé",120.92
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02C","Déchets verts","02A","Valorisation matière",142
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02C","Déchets verts","02E","Valorisation organique",27826.43456
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02C","Déchets verts","02F","Stockage pour inertes",678
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02D","Encombrants","02A","Valorisation matière",127.64
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02D","Encombrants","02B","Incinération avec récupération d'énergie",7416.99
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02D","Encombrants","02D","Stockage",16553.85291
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02D","Encombrants","02Z","Non précisé",2836.71166
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02E","Déblais et gravats","02D","Stockage",10176.10505
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02E","Déblais et gravats","02F","Stockage pour inertes",6197.64614
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02E","Déblais et gravats","02Z","Non précisé",44
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02F","DEEE","02A","Valorisation matière",1012.78817
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02F","DEEE","02Z","Non précisé",1556.42868
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02Z","Autres déchets","02A","Valorisation matière",14.257
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",21.72245
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02Z","Autres déchets","02C","Incinération sans récupération d'énergie",8
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02Z","Autres déchets","02D","Stockage",128.67
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02Z","Autres déchets","02E","Valorisation organique",2.8
2009,27,"Bourgogne-Franche-Comté","25","Doubs","02Z","Autres déchets","02Z","Non précisé",5.50326
2009,27,"Bourgogne-Franche-Comté","39","Jura","02A","Déchets dangereux","02A","Valorisation matière",222.084
2009,27,"Bourgogne-Franche-Comté","39","Jura","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",68.179
2009,27,"Bourgogne-Franche-Comté","39","Jura","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",125.162
2009,27,"Bourgogne-Franche-Comté","39","Jura","02B","Matériaux recyclables","02A","Valorisation matière",12462.255
2009,27,"Bourgogne-Franche-Comté","39","Jura","02C","Déchets verts","02E","Valorisation organique",10564.604
2009,27,"Bourgogne-Franche-Comté","39","Jura","02D","Encombrants","02A","Valorisation matière",1127.21
2009,27,"Bourgogne-Franche-Comté","39","Jura","02D","Encombrants","02D","Stockage",11361.16
2009,27,"Bourgogne-Franche-Comté","39","Jura","02D","Encombrants","02F","Stockage pour inertes",144.98
2009,27,"Bourgogne-Franche-Comté","39","Jura","02E","Déblais et gravats","02F","Stockage pour inertes",7533.36
2009,27,"Bourgogne-Franche-Comté","39","Jura","02F","DEEE","02A","Valorisation matière",1398.797
2009,27,"Bourgogne-Franche-Comté","39","Jura","02F","DEEE","02D","Stockage",48.235
2009,27,"Bourgogne-Franche-Comté","39","Jura","02F","DEEE","02Z","Non précisé",480.527
2009,27,"Bourgogne-Franche-Comté","39","Jura","02Z","Autres déchets","02A","Valorisation matière",11.015
2009,27,"Bourgogne-Franche-Comté","39","Jura","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",722.64
2009,27,"Bourgogne-Franche-Comté","39","Jura","02Z","Autres déchets","02Z","Non précisé",6.544
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02A","Déchets dangereux","02A","Valorisation matière",268.68912
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",1.663
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",1.81429
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02A","Déchets dangereux","02D","Stockage",9.69
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02A","Déchets dangereux","02Z","Non précisé",199.03848
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02B","Matériaux recyclables","02A","Valorisation matière",6952.29068
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02B","Matériaux recyclables","02C","Incinération sans récupération d'énergie",0.01955
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02B","Matériaux recyclables","02D","Stockage",76
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02B","Matériaux recyclables","02E","Valorisation organique",206.40396
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02B","Matériaux recyclables","02F","Stockage pour inertes",272.28
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02B","Matériaux recyclables","02Z","Non précisé",1176.70001
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02C","Déchets verts","02A","Valorisation matière",217.445
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02C","Déchets verts","02E","Valorisation organique",15232.87982
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02D","Encombrants","02A","Valorisation matière",610.92
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02D","Encombrants","02B","Incinération avec récupération d'énergie",817.15999
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02D","Encombrants","02D","Stockage",6314.48581
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02D","Encombrants","02Z","Non précisé",67.42497
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02E","Déblais et gravats","02A","Valorisation matière",5360.94054
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02E","Déblais et gravats","02D","Stockage",3280.62754
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02E","Déblais et gravats","02F","Stockage pour inertes",1851.26
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02F","DEEE","02A","Valorisation matière",1666.87853
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02F","DEEE","02Z","Non précisé",91.263
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02Z","Autres déchets","02A","Valorisation matière",4.34
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",537.37428
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02Z","Autres déchets","02D","Stockage",3530.18422
2009,27,"Bourgogne-Franche-Comté","58","Nièvre","02Z","Autres déchets","02Z","Non précisé",2.61315
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02A","Déchets dangereux","02A","Valorisation matière",582.85172
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",1.03895
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02A","Déchets dangereux","02F","Stockage pour inertes",0.36172
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02A","Déchets dangereux","02Z","Non précisé",12.15418
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02B","Matériaux recyclables","02A","Valorisation matière",14112.55476
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02B","Matériaux recyclables","02Z","Non précisé",55.27502
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02C","Déchets verts","02E","Valorisation organique",13598.10279
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02D","Encombrants","02A","Valorisation matière",10.39049
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02D","Encombrants","02B","Incinération avec récupération d'énergie",703.49126
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02D","Encombrants","02D","Stockage",13903.48167
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02D","Encombrants","02Z","Non précisé",257.71863
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02E","Déblais et gravats","02A","Valorisation matière",146.6445
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02E","Déblais et gravats","02D","Stockage",215.89495
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02E","Déblais et gravats","02F","Stockage pour inertes",13105.22516
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02E","Déblais et gravats","02Z","Non précisé",22.42852
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02F","DEEE","02A","Valorisation matière",1861.35941
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02F","DEEE","02Z","Non précisé",20.64484
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02Z","Autres déchets","02A","Valorisation matière",1.14113
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",0.34556
2009,27,"Bourgogne-Franche-Comté","70","Haute-Saône","02Z","Autres déchets","02Z","Non précisé",42.63673
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02A","Déchets dangereux","02A","Valorisation matière",364.86594
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",628.99124
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02A","Déchets dangereux","02D","Stockage",217.10581
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02A","Déchets dangereux","02F","Stockage pour inertes",142.96406
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02A","Déchets dangereux","02Z","Non précisé",31.39342
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02B","Matériaux recyclables","02A","Valorisation matière",21750.18921
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",108.523
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02B","Matériaux recyclables","02D","Stockage",1853.7981
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02B","Matériaux recyclables","02E","Valorisation organique",1951.86194
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02B","Matériaux recyclables","02Z","Non précisé",69.02
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02C","Déchets verts","02A","Valorisation matière",577.63
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02C","Déchets verts","02E","Valorisation organique",45062.97362
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02D","Encombrants","02A","Valorisation matière",23.24057
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02D","Encombrants","02B","Incinération avec récupération d'énergie",2.25
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02D","Encombrants","02D","Stockage",7871.11358
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02D","Encombrants","02Z","Non précisé",0.007
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02E","Déblais et gravats","02A","Valorisation matière",5508.82642
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02E","Déblais et gravats","02D","Stockage",8160.26617
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02E","Déblais et gravats","02F","Stockage pour inertes",11671.01372
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02E","Déblais et gravats","02Z","Non précisé",30
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02F","DEEE","02A","Valorisation matière",3273.16728
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02Z","Autres déchets","02A","Valorisation matière",1.87018
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",23.32305
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02Z","Autres déchets","02D","Stockage",26499.89465
2009,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","02Z","Autres déchets","02Z","Non précisé",3.31686
2009,27,"Bourgogne-Franche-Comté","89","Yonne","02A","Déchets dangereux","02A","Valorisation matière",671.20551
2009,27,"Bourgogne-Franche-Comté","89","Yonne","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",0.114
2009,27,"Bourgogne-Franche-Comté","89","Yonne","02A","Déchets dangereux","02D","Stockage",0.178
2009,27,"Bourgogne-Franche-Comté","89","Yonne","02B","Matériaux recyclables","02A","Valorisation matière",6954.382
2009,27,"Bourgogne-Franche-Comté","89","Yonne","02B","Matériaux recyclables","02E","Valorisation organique",600.28
2009,27,"Bourgogne-Franche-Comté","89","Yonne","02C","Déchets verts","02A","Valorisation matière",975.1
2009,27,"Bourgogne-Franche-Comté","89","Yonne","02C","Déchets verts","02E","Valorisation organique",14927.64001
2009,27,"Bourgogne-Franche-Comté","89","Yonne","02D","Encombrants","02A","Valorisation matière",88.945
2009,27,"Bourgogne-Franche-Comté","89","Yonne","02D","Encombrants","02B","Incinération avec récupération d'énergie",509.93
2009,27,"Bourgogne-Franche-Comté","89","Yonne","02D","Encombrants","02D","Stockage",16020.45
2009,27,"Bourgogne-Franche-Comté","89","Yonne","02E","Déblais et gravats","02A","Valorisation matière",11291.89
2009,27,"Bourgogne-Franche-Comté","89","Yonne","02E","Déblais et gravats","02D","Stockage",2893.41
2009,27,"Bourgogne-Franche-Comté","89","Yonne","02E","Déblais et gravats","02F","Stockage pour inertes",3573.34
2009,27,"Bourgogne-Franche-Comté","89","Yonne","02F","DEEE","02A","Valorisation matière",2347.74099
2009,27,"Bourgogne-Franche-Comté","89","Yonne","02Z","Autres déchets","02A","Valorisation matière",3.697
2009,27,"Bourgogne-Franche-Comté","89","Yonne","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",12.885
2009,27,"Bourgogne-Franche-Comté","90","Territoire-de-Belfort","02A","Déchets dangereux","02A","Valorisation matière",98.52833
2009,27,"Bourgogne-Franche-Comté","90","Territoire-de-Belfort","02A","Déchets dangereux","02Z","Non précisé",32.83801
2009,27,"Bourgogne-Franche-Comté","90","Territoire-de-Belfort","02B","Matériaux recyclables","02A","Valorisation matière",1833.14606
2009,27,"Bourgogne-Franche-Comté","90","Territoire-de-Belfort","02B","Matériaux recyclables","02Z","Non précisé",90.0387
2009,27,"Bourgogne-Franche-Comté","90","Territoire-de-Belfort","02C","Déchets verts","02E","Valorisation organique",3510.11012
2009,27,"Bourgogne-Franche-Comté","90","Territoire-de-Belfort","02D","Encombrants","02A","Valorisation matière",60.29358
2009,27,"Bourgogne-Franche-Comté","90","Territoire-de-Belfort","02D","Encombrants","02B","Incinération avec récupération d'énergie",2815.00914
2009,27,"Bourgogne-Franche-Comté","90","Territoire-de-Belfort","02D","Encombrants","02Z","Non précisé",108
2009,27,"Bourgogne-Franche-Comté","90","Territoire-de-Belfort","02E","Déblais et gravats","02A","Valorisation matière",269.3777
2009,27,"Bourgogne-Franche-Comté","90","Territoire-de-Belfort","02E","Déblais et gravats","02F","Stockage pour inertes",1946.20047
2009,27,"Bourgogne-Franche-Comté","90","Territoire-de-Belfort","02F","DEEE","02A","Valorisation matière",313.95766
2009,27,"Bourgogne-Franche-Comté","90","Territoire-de-Belfort","02Z","Autres déchets","02A","Valorisation matière",4.65614
2009,27,"Bourgogne-Franche-Comté","90","Territoire-de-Belfort","02Z","Autres déchets","02C","Incinération sans récupération d'énergie",0.2
